,exp_number,medium,experiment,experimentator,date_of_experiment,experiment_short,sample_number,strain,species,use_in_study,quality,skip,notes,notes_2,culture,growth-rate,y0,glucose-turnover,glucose_error,glucose_val,acetate-turnover,acetate_error,acetate_val,propionate-turnover,propionate_error,propionate_val,ethanol-turnover,ethanol_error,ethanol_val,succinate-turnover,succinate_error,succinate_val,lactate-turnover,lactate_error,lactate_val,butyrate-turnover,butyrate_error,butyrate_val,formate-turnover,formate_error,formate_val,maltose-turnover,maltose_error,maltose_val,growthcurve_time,growthcurve_OD,,,,,,,,,,,,
13,13,YCA,analysis_stan_YCA_230424_2.5mM,Richa,,analysis_stan_YCA_230424_2.5mM,,HM-169,P.distastonis,yes,OK,,,,P.distastonis_2,0.378472695,0.03131578,-5.083492358,0.109697415,"[[0.048, 0.082, 0.402], [16.355092134518586, 16.053369851341422, 14.5008463840136]]",3.757870373,0.02456878,"[[0.048, 0.082, 0.402], [11.632972292811226, 11.699745330522855, 12.937376442496983]]",2.219390379,0.000416572,"[[0.048, 0.082, 0.402], [7.964483794533639, 8.032000801815943, 8.746777828406014]]",-0.545508388,0.017776344,"[[0.048, 0.082, 0.402], [4.442841873185618, 4.3724121366593405, 4.227716501577702]]",2.539961947,0.002995355,"[[0.048, 0.082, 0.402], [0.7942537946215327, 0.8593152563951576, 1.684363214307714]]",0.034683755,0.002218593,"[[0.048, 0.082, 0.402], [1.7708271040907746, 1.7903353209295552, 1.7908827276754522]]",0.020601265,0.000947088,"[[0.048, 0.082, 0.402], [0.0909255970164844, 0.07965052044750609, 0.0931368445261801]]",2.139202886,0.013597335,"[[0.048, 0.082, 0.402], [1.15884656832619, 1.1862034701762338, 1.8968698872435037]]",-0.015727107,0.000523455,"[[0.048, 0.082, 0.402], [2.1344247875378772, 2.1427931188065203, 2.132635244948314]]","[0.0, 0.433333333, 0.816666667, 1.2, 1.566666667, 2.383333333, 2.666666667, 2.933333333, 3.266666667, 3.666666667, 5.766666667]","[0.033, 0.04, 0.048, 0.057, 0.061, 0.067, 0.073, 0.082, 0.09, 0.102, 0.402]",,,,,,,,,,,,
14,14,YCA,analysis_stan_YCA_230607_2.5mM,Richa,,analysis_stan_YCA_230607_2.5mM,,ATCC27255,R.bromii,yes,OK,,,,R.bromii,1.448120047,0.035003271,-0.092450383,0.003356093,"[[0.071, 0.179, 0.248, 0.32, 0.416], [0.1069999080118255, 0.07256391264863662, 0.059329236740868846, 0.07521496208561101, 0.06932054223901071]]",12.15525239,0.414429176,"[[0.071, 0.179, 0.248, 0.32, 0.416], [12.439858701516519, 13.610591034417693, 14.329267042289295, 15.205924631251428, 16.691103080775058]]",3.600166412,0.077429933,"[[0.071, 0.179, 0.248, 0.32, 0.416], [9.91128820274957, 10.263494046950758, 10.404809035763105, 10.73877937770256, 11.169523553295978]]",-7.308589125,1.784902201,"[[0.071, 0.179, 0.248, 0.32, 0.416], [9.17206452860709, 8.44338092363999, 7.4171378789688625, 6.920847343525169, 6.864798313048222]]",0.342062411,0.018524846,"[[0.071, 0.179, 0.248, 0.32, 0.416], [1.0285729553204335, 1.0600675546803624, 1.0401432048429509, 1.0640106635746487, 1.1662656262105724]]",-0.002512546,0.037883718,"[[0.071, 0.179, 0.248, 0.32, 0.416], [1.8155035426386832, 1.910317914615875, 1.908828027899452, 1.8725359619448263, 1.8271291519091957]]",,,"[[0.32, 0.416], [0.32823263086211774, 0.346052377600229]]",13.39369672,0.489259121,"[[0.071, 0.179, 0.248, 0.32, 0.416], [2.080143340322522, 3.2659653866095475, 4.103624365411624, 5.178504154481888, 6.701356377144857]]",-0.587593091,0.085082616,"[[0.071, 0.179, 0.248, 0.32, 0.416], [11.274255351732826, 11.323469322529515, 11.3010548846288, 11.240249138301499, 11.067171951050508]]","[0.0, 0.35, 0.6, 1.166666667, 1.35, 1.516666667, 1.683333333, 1.833333333, nan, nan, nan, nan]","[0.042, 0.054, 0.071, 0.179, 0.248, 0.32, 0.416, 0.525, nan, nan, nan, nan]",,,,,,,,,,,,
15,15,YCA,analysis_stan_YCA_230607_2.5mM,Richa,,analysis_stan_YCA_230607_2.5mM,,ATCC27255,R.bromii,yes,OK,,,,R.bromii_2,1.729253054,0.042169721,-0.27437476,0.008848893,"[[0.172, 0.237, 0.321, 0.43, 0.55], [0.17403534250340744, 0.13780898013815573, 0.07663560757515148, 0.0662699895773485, 0.0709750984224273]]",16.1335641,0.363935473,"[[0.172, 0.237, 0.321, 0.43, 0.55], [13.738378902235793, 14.672000073331837, 15.922102912758664, 18.081892295172715, 19.679953586133067]]",4.888801493,0.104510923,"[[0.172, 0.237, 0.321, 0.43, 0.55], [9.91895525253215, 10.324350322253835, 10.790912808167842, 11.355492763153809, 11.75151120276449]]",3.1281981,1.320149996,"[[0.172, 0.237, 0.321, 0.43, 0.55], [6.2572212369466955, 6.0100335469031245, 6.02914642106928, 6.531206958668194, 7.367706578797517]]",-0.601327852,0.019226854,"[[0.172, 0.237, 0.321, 0.43, 0.55], [0.868611718757687, 0.8080727775340791, 0.7331911515168447, 0.6384995056662623, 0.6575719249150618]]",-0.250772214,0.016327948,"[[0.172, 0.237, 0.321, 0.43, 0.55], [1.6791776202810875, 1.6481827733776515, 1.6394017161852132, 1.6715396594637242, 1.552583040418315]]",0.873345123,0.068708873,"[[0.172, 0.237, 0.321, 0.43, 0.55], [0.23360675387289875, 0.19359375867971873, 0.2062782938500889, 0.33734075180697265, 0.5504201349464701]]",-5.695959082,37.61045262,"[[0.172, 0.237, 0.321, 0.43, 0.55], [3.5177186659528807, 4.586482159784566, 5.994215355853388, 1.1663135495975878, 2.799870985322009]]",-1.355546594,0.056360096,"[[0.172, 0.237, 0.321, 0.43, 0.55], [11.351289578726243, 11.344936000280976, 11.313272876202214, 11.04351759347991, 10.878966231398202]]","[0.0, 0.25, 0.816666667, 1.0, 1.166666667, 1.333333333, 1.483333333, nan, nan, nan, nan, nan]","[0.047, 0.057, 0.172, 0.237, 0.321, 0.43, 0.55, nan, nan, nan, nan, nan]",,,,,,,,,,,,
16,16,YCA,analysis_stan_YCA_230607_2.5mM,Richa,,analysis_stan_YCA_230607_2.5mM,,HM-169,P.distastonis,yes,OK,,,,P.distastonis,0.615903128,0.08132888,-5.379794845,0.022998691,"[[0.096, 0.139, 0.174, 0.225, 0.3], [16.644258442642332, 16.37101518664226, 16.206694475791572, 15.961595861851887, 15.523230193862554]]",0.631453556,0.297002096,"[[0.096, 0.139, 0.174, 0.225, 0.3], [11.271444279379612, 11.421381185072208, 11.454409766176738, 11.514962695392335, 11.412538921384927]]",-1.160846885,0.031574424,"[[0.096, 0.139, 0.174, 0.225, 0.3], [9.060553499379253, 8.969253303165033, 8.994905888943851, 8.911416103757674, 8.808874857205677]]",-4.490362832,2.988387863,"[[0.096, 0.139, 0.174, 0.225, 0.3], [6.815279565416548, 6.104507748931511, 5.933778971624007, 5.835139790990147, 5.755855962993455]]",1.758292289,0.062543129,"[[0.096, 0.139, 0.174, 0.225, 0.3], [0.8364301650007626, 0.9645608839861253, 1.0247203653516104, 1.140717943189416, 1.1969416642625335]]",-0.225240839,0.021446591,"[[0.096, 0.139, 0.174, 0.225, 0.3], [1.9964891877736184, 2.0057477957040586, 2.0171214136057407, 2.0079458356484428, 1.9491876597189637]]",-0.947620626,0.147031057,"[[0.096, 0.139, 0.174, 0.225, 0.3], [0.48589060614736634, 0.3244129873529671, 0.29645947386571847, 0.27767785919307186, 0.2575454083441303]]",-0.387554369,0.209173223,"[[0.096, 0.139, 0.174, 0.225, 0.3], [1.6386988040564718, 1.4716688575023944, 1.4687622877244677, 1.503973039846446, 1.5089400842995002]]",-0.312214727,0.003050287,"[[0.096, 0.139, 0.174, 0.225, 0.3], [2.1961272868928448, 2.1910913683456923, 2.18791824227559, 2.1703056774114424, 2.1329257864969704]]","[0.0, 0.166666667, 0.483333333, 0.683333333, 0.983333333, 1.2, 1.3, 1.75, 1.95, nan, nan, nan]","[0.076, 0.096, 0.117, 0.13, 0.139, 0.163, 0.174, 0.225, 0.3, nan, nan, nan]",,,,,,,,,,,,
17,17,YCA,analysis_stan_YCA_230607_2.5mM,Richa,,analysis_stan_YCA_230607_2.5mM,,ATCC25285,B.fragilis,yes,OK,,checked,,B.fragilis,0.788404301,0.085413457,-4.297026723,0.06270848,"[[0.107, 0.154, 0.216, 0.333, 0.412], [16.453701543361326, 16.227309910837604, 15.856883646194275, 15.49147172146393, 15.103462027114205]]",3.18603581,0.059878929,"[[0.107, 0.154, 0.216, 0.333, 0.412], [11.439767172879135, 11.529516460284572, 11.725185344409576, 12.213331945848962, 12.340372999697353]]",0.248167704,0.053564599,"[[0.107, 0.154, 0.216, 0.333, 0.412], [8.75628463234197, 8.702131356948101, 8.694751403338184, 8.842650318292879, 8.765457693475671]]",-0.642532342,0.596451401,"[[0.107, 0.154, 0.216, 0.333, 0.412], [5.9072770636512555, 5.482898339317817, 5.449704315137872, 5.6274627541833615, 5.504179693258806]]",2.861377872,0.011247186,"[[0.107, 0.154, 0.216, 0.333, 0.412], [0.8652682975155552, 0.9802739286334097, 1.1909910896248899, 1.543146830146646, 1.7133285285873125]]",-0.397476236,0.00612973,"[[0.107, 0.154, 0.216, 0.333, 0.412], [3.0603678626798394, 3.041902301318669, 2.9779508647128834, 2.9714177079541333, 2.932164899037386]]",-0.135485956,0.011219682,"[[0.107, 0.154, 0.216, 0.333, 0.412], [0.28400503303723523, 0.2224789144983662, 0.21672811423183191, 0.23392572988622484, 0.21431992562896585]]",2.135471069,0.023127074,"[[0.107, 0.154, 0.216, 0.333, 0.412], [1.4950785675089155, 1.522952465468484, 1.6502100690705723, 1.957216042645813, 2.104966572259611]]",0.055684554,0.005419989,"[[0.107, 0.154, 0.216, 0.333, 0.412], [2.2335405390709755, 2.2418398926642578, 2.2782566287062784, 2.262641007533737, 2.251406980845676]]","[0.0, 0.233333333, 0.483333333, 0.7, 1.016666667, 1.216666667, 1.416666667, 1.75, 1.95, nan, nan, nan]","[0.083, 0.107, 0.125, 0.154, 0.183, 0.216, 0.262, 0.333, 0.412, nan, nan, nan]",,,,,,,,,,,,
18,18,YCA,analysis_stan_YCA_230607_2.5mM,Richa,,analysis_stan_YCA_230607_2.5mM,,ATCC8483,B.ovatus,yes,OK,,checked,,B.ovatus,1.399907561,0.057743635,-4.091532273,0.213912321,"[[0.077, 0.115, 0.26, 0.301, 0.42], [16.47364687970429, 16.410477838961043, 15.987755071661063, 15.67388154830849, 15.051978245541246]]",9.867892556,0.518166114,"[[0.077, 0.115, 0.26, 0.301, 0.42], [11.428091058002979, 11.724605692688002, 13.489997265216383, 13.828062826154193, 14.659186155186694]]",-0.102627826,0.034701214,"[[0.077, 0.115, 0.26, 0.301, 0.42], [8.567832702968307, 8.446586808059077, 8.532473336387046, 8.489983694444852, 8.478851618237325]]",3.750262607,1.088063521,"[[0.077, 0.115, 0.26, 0.301, 0.42], [5.925477746441492, 5.366660851075883, 6.363723608035549, 6.511727094452752, 6.884281578869846]]",1.860357124,0.044691703,"[[0.077, 0.115, 0.26, 0.301, 0.42], [0.9667595655447359, 1.1742367583223114, 1.4048236211699017, 1.4539524206464733, 1.6544866992301481]]",-0.15393148,0.078573872,"[[0.077, 0.115, 0.26, 0.301, 0.42], [1.8077872902102852, 1.6558114544723836, 1.6197990711222732, 1.6846801692051294, 1.7143602699601947]]",-0.147824785,0.01076009,"[[0.077, 0.115, 0.26, 0.301, 0.42], [0.2396983383177147, 0.17165076059805484, 0.2094570316813159, 0.17781881106184416, 0.15946082179690868]]",11.40433103,0.24022133,"[[0.077, 0.115, 0.26, 0.301, 0.42], [1.701162604275925, 1.9335637696259909, 3.7271804815156164, 4.351097944253483, 5.457407393425773]]",-0.115764109,0.012197375,"[[0.077, 0.115, 0.26, 0.301, 0.42], [2.2975803254444838, 2.3246331929315347, 2.289369363932632, 2.333355404441669, 2.254285410141811]]","[0.0, 0.233333333, 0.483333333, 0.7, 1.016666667, 1.216666667, 1.416666667, nan, nan, nan, nan, nan]","[0.059, 0.077, 0.115, 0.15, 0.26, 0.301, 0.42, nan, nan, nan, nan, nan]",,,,,,,,,,,,
19,19,YCA,analysis_stan_YCA_230607_2.5mM,Richa,,analysis_stan_YCA_230607_2.5mM,,DSM 1447,B.vulgatus,yes,OK,,checked,,B.vulgatus,1.0493203,0.088444082,-4.797446685,0.083905221,"[[0.113, 0.186, 0.265, 0.315, 0.39], [16.344956188919426, 16.044698119405943, 15.747650712017261, 15.393392070349051, 15.022211788694733]]",2.933473163,0.033536699,"[[0.113, 0.186, 0.265, 0.315, 0.39], [11.390168289951848, 11.615143981722696, 11.8091341389395, 11.92695518019421, 12.235408182837412]]",1.144573246,0.009149687,"[[0.113, 0.186, 0.265, 0.315, 0.39], [8.698351391634848, 8.808821037267247, 8.90684062112511, 8.921117900592307, 9.029749834527564]]",-0.371680224,0.067161962,"[[0.113, 0.186, 0.265, 0.315, 0.39], [5.35079669295821, 5.439067225423713, 5.381058572053248, 5.289739138287648, 5.291853880951712]]",3.558536311,0.011604266,"[[0.113, 0.186, 0.265, 0.315, 0.39], [0.9429695401356017, 1.1622679279762531, 1.4405264526759374, 1.6339112407347371, 1.9246286144734523]]",0.147687134,0.006089156,"[[0.113, 0.186, 0.265, 0.315, 0.39], [2.780782173046291, 2.7833363898721335, 2.779067514353275, 2.786434230371357, 2.830448495138769]]",-0.198887563,0.001649273,"[[0.113, 0.186, 0.265, 0.315, 0.39], [0.1926171294450667, 0.19422997734215885, 0.1731105637337227, 0.15021265630688196, 0.14567533843989267]]",3.607208611,0.044837117,"[[0.113, 0.186, 0.265, 0.315, 0.39], [1.5465856516560892, 1.7600097292711254, 2.00784205448169, 2.22025689173117, 2.5528055663087867]]",-0.071325261,0.001292644,"[[0.113, 0.186, 0.265, 0.315, 0.39], [2.2881011436780847, 2.2920635035328107, 2.293173518336677, 2.274366405009255, 2.2712973878602316]]","[0.0, 0.233333333, 0.483333333, 0.7, 1.05, 1.216666667, 1.416666667, nan, nan, nan, nan, nan]","[0.087, 0.113, 0.15, 0.186, 0.265, 0.315, 0.39, nan, nan, nan, nan, nan]",,,,,,,,,,,,
20,20,YCA,analysis_stan_YCA_230607_2.5mM,Richa,,analysis_stan_YCA_230607_2.5mM,,HM-727,B.finegoldii,yes,OK,,checked,,B.finegoldii,0.702217542,0.098573726,-4.342713559,0.084249245,"[[0.114, 0.174, 0.21, 0.268, 0.373], [17.03557675402635, 16.83873112396715, 16.712113827096594, 16.474465628430373, 15.916068552658395]]",3.344081649,0.049357769,"[[0.114, 0.174, 0.21, 0.268, 0.373], [11.262624609624933, 11.404593016021032, 11.48767107760682, 11.761027308963122, 12.099825897766992]]",0.346536105,0.024815539,"[[0.114, 0.174, 0.21, 0.268, 0.373], [8.500488634452147, 8.515857638007475, 8.56368908920675, 8.604926575650989, 8.57776195064092]]",-0.899332749,0.182134491,"[[0.114, 0.174, 0.21, 0.268, 0.373], [4.975304586958558, 4.866976692648865, 5.0102710488931725, 4.911400351828915, 4.716451435810068]]",2.00400299,0.048792867,"[[0.114, 0.174, 0.21, 0.268, 0.373], [1.123709511153944, 1.1439197969811237, 1.249896348914817, 1.3775023889732796, 1.6127461832017487]]",0.210499709,0.018258297,"[[0.114, 0.174, 0.21, 0.268, 0.373], [1.8856501310475895, 1.9491473449500027, 1.9230320834427734, 1.96504898808258, 1.948115020166369]]",-0.124598845,0.002385247,"[[0.114, 0.174, 0.21, 0.268, 0.373], [0.166345752616623, 0.14922874142767317, 0.16780183225069156, 0.14836678080346055, 0.13181246681560077]]",1.530463835,0.01672366,"[[0.114, 0.174, 0.21, 0.268, 0.373], [1.392837864040566, 1.4332641527634797, 1.4890011501738085, 1.6000676699339351, 1.7718395969204828]]",0.01556589,0.001344288,"[[0.114, 0.174, 0.21, 0.268, 0.373], [2.3003194676433836, 2.3043615179936707, 2.3072592859374117, 2.3167681724546334, 2.3022799088861556]]","[0.0, 0.233333333, 0.483333333, 0.7, 1.05, 1.216666667, 1.416666667, 1.75, 1.95, nan, nan, nan]","[0.093, 0.114, 0.139, 0.174, 0.21, 0.241, 0.268, 0.327, 0.373, nan, nan, nan]",,,,,,,,,,,,
21,21,YCA,analysis_stan_YCA_230712_2.5mM,Richa,,analysis_stan_YCA_230712_2.5mM,,ATCC27255,R.bromii,yes,OK,,,,R.bromii,2.434155796,0.137301287,-0.400243582,0.003276058,"[[0.138, 0.188, 0.244, 0.326, 0.457], [0.4438414290712677, 0.41581074153004044, 0.4259806387938143, 0.3676626646384563, 0.3163932734519318]]",9.998244378,0.598329963,"[[0.138, 0.188, 0.244, 0.326, 0.457], [13.25733914385584, 13.652772575714598, 14.238518213403124, 15.413994919943807, 16.306936559898105]]",2.087111725,0.235606255,"[[0.138, 0.188, 0.244, 0.326, 0.457], [9.310716367137108, 9.337881555081143, 9.379787887568959, 9.824946686292172, 9.884369179380073]]",-0.755468457,5.371046646,"[[0.138, 0.188, 0.244, 0.326, 0.457], [5.202397042252066, 4.486399413384474, 3.78576626268507, 4.739979771442306, 4.565351008147895]]",-0.080936134,0.001810593,"[[0.138, 0.188, 0.244, 0.326, 0.457], [0.6595964128627738, 0.6782262679313401, 0.6656308157237205, 0.646762632312703, 0.6452039681145683]]",0.034466706,0.011763867,"[[0.138, 0.188, 0.244, 0.326, 0.457], [2.1501136622980805, 2.1118091688209035, 2.138463141008164, 2.1023720646258, 2.157302089373651]]",,,"[[0.244, 0.457], [0.04445903402985529, 0.1937783148339407]]",-7.677274291,48.16175701,"[[0.138, 0.188, 0.244, 0.326, 0.457], [3.3675846041963142, 3.4297205743182992, 4.164836390584099, 5.173036163546577, 0.38050272378164596]]",-0.253416488,0.010688698,"[[0.138, 0.188, 0.244, 0.326, 0.457], [12.227361157475414, 12.276198243332903, 12.234990047504441, 12.215638679383106, 12.168023748973258]]","[0.0, 0.116666667, 0.25, 0.383333333, 0.466666667, nan, nan, nan]","[0.138, 0.188, 0.244, 0.326, 0.457, nan, nan, nan]",,,,,,,,,,,,
22,22,YCA,analysis_stan_YCA_230712_2.5mM,Richa,,analysis_stan_YCA_230712_2.5mM,,NCM3722,E.coli,yes,OK,,checked,,NCM,1.67476595,0.072205297,-3.831564791,0.19838123,"[[0.065, 0.136, 0.178, 0.3, 0.402], [16.65670618069712, 16.665019158761254, 16.408733261303865, 15.888385092342908, 15.46493852283364]]",10.54358721,0.173550535,"[[0.065, 0.136, 0.178, 0.3, 0.402], [12.117736192094233, 12.920470938819044, 13.535687927296083, 14.73710291995198, 15.67699220265041]]",0.111091567,0.031396029,"[[0.065, 0.136, 0.178, 0.3, 0.402], [7.44772971616942, 7.517827282924252, 7.472340826643539, 7.431857007917621, 7.533432983160338]]",2.671608702,2.27648645,"[[0.065, 0.136, 0.178, 0.3, 0.402], [2.93168071008873, 2.2660239355267273, 3.1864861897414922, 3.125931999887424, 3.6486796226364504]]",2.064930441,0.026155222,"[[0.065, 0.136, 0.178, 0.3, 0.402], [0.9209609006644144, 0.971777498643736, 1.136664302745518, 1.3924915790420374, 1.5780596810740546]]",0.1699836,0.006482442,"[[0.065, 0.136, 0.178, 0.3, 0.402], [1.2656785424047465, 1.2572560413805711, 1.2346223330373518, 1.292315739757401, 1.3097864081003063]]",0.167941346,0.014598719,"[[0.065, 0.136, 0.178, 0.3, 0.402], [0.11313150126357219, 0.10822757723388177, 0.08634045295886128, 0.09660538963884868, 0.17830802073999774]]",11.21750695,0.2095202,"[[0.065, 0.136, 0.178, 0.3, 0.402], [1.8720013153941637, 2.6172812026598153, 3.3457417026987706, 4.609873946692019, 5.626707773016862]]",-0.121272453,0.000148533,"[[0.065, 0.136, 0.178, 0.3, 0.402], [2.194606270365777, 2.192842461008355, 2.1843728519194463, 2.166275827990562, 2.1573302032230735]]","[0.0, 0.116666667, 0.25, 0.466666667, 0.566666667, 0.75, 0.85, 1.033333333]","[0.065, 0.085, 0.136, 0.156, 0.178, 0.252, 0.3, 0.402]",,,,,,,,,,,,
23,23,YCA,analysis_stan_YCA_230712_2.5mM,Richa,,analysis_stan_YCA_230712_2.5mM,,ATCC8492,B.uniformis,yes,OK,,checked,,B.uniformis,1.100807054,0.015453813,-6.901399239,0.019143602,"[[0.084, 0.126, 0.168, 0.304, 0.461], [15.954112886001132, 15.724523701126701, 15.440051899612174, 14.420763519390496, 13.40089371100712]]",3.811389311,0.010360644,"[[0.084, 0.126, 0.168, 0.304, 0.461], [11.894178365812476, 11.991978863050614, 12.150266499291972, 12.681591729480058, 13.303447760745645]]",0.208614147,0.040720492,"[[0.084, 0.126, 0.168, 0.304, 0.461], [7.81668504652863, 7.781884399587256, 7.699715729951524, 7.771952560333232, 7.870433889701773]]",-0.138174069,0.295233215,"[[0.084, 0.126, 0.168, 0.304, 0.461], [4.067564774332161, 3.8761061667443633, 3.658801190287255, 3.831677849325505, 3.896617286904183]]",-3.017197966,0.410449945,"[[0.084, 0.126, 0.168, 0.304, 0.461], [1.0069600479688707, 1.0069600479688707, 1.0069600479688707, 1.0069600479688707, 1.0069600479688707]]",15.63748543,1.645418599,"[[0.084, 0.126, 0.168, 0.304, 0.461], [3.3331452322921615, 3.6820180121800576, 4.12963819983547, 6.369981104398367, 7.326788133645792]]",-0.054705815,0.005348275,"[[0.084, 0.126, 0.168, 0.304, 0.461], [0.229740325231234, 0.19111252960495828, 0.1742165162678848, 0.18309020652303298, 0.19102766575181473]]",4.81211604,0.03683903,"[[0.084, 0.126, 0.168, 0.304, 0.461], [1.3274569644618135, 1.4889267935333235, 1.6240603135532212, 2.28003944992304, 3.1300397844911307]]",-0.153688473,1.85E-05,"[[0.084, 0.126, 0.168, 0.304, 0.461], [2.2713089808938127, 2.2657002187560003, 2.259815887149133, 2.2401734246318417, 2.2132432384644996]]","[0.0, 0.85, 1.516666667, 1.916666667, 2.233333333, 2.7, 3.05, nan]","[nan, 0.04, 0.084, 0.126, 0.168, 0.304, 0.461, nan]",,,,,,,,,,,,
24,24,YCA,analysis_stan_YCA_230712_2.5mM,Richa,,analysis_stan_YCA_230712_2.5mM,,ATCC8492,B.uniformis,yes,OK,,checked,,B.uniformis_2,1.008035704,0.020235366,-6.538634065,0.016319979,"[[0.084, 0.131, 0.17, 0.326, 0.48], [15.825991729347358, 15.592024901235831, 15.239522662881496, 14.267118639878516, 13.253876230097546]]",3.311665348,0.050634615,"[[0.084, 0.131, 0.17, 0.326, 0.48], [11.921560019177635, 12.013406066152294, 12.238037662816097, 12.606012914878232, 13.256100148855356]]",0.471667584,0.015352411,"[[0.084, 0.131, 0.17, 0.326, 0.48], [7.579309357486402, 7.533822202880437, 7.560291997214396, 7.700743683135797, 7.716643023898472]]",0.653503957,0.127331982,"[[0.084, 0.131, 0.17, 0.326, 0.48], [2.827358002845613, 2.7855391104817695, 2.8628555778390856, 3.145950338116963, 2.9898899337479445]]",-2.742025492,0.508257503,"[[0.084, 0.131, 0.17, 0.326, 0.48], [0.9727443324239644, 0.9727443324239644, 0.9727443324239644, 0.9727443324239644, 0.9727443324239644]]",14.61466861,0.969870049,"[[0.084, 0.131, 0.17, 0.326, 0.48], [3.375718524904796, 3.7110934549815213, 4.231439252082838, 6.397039788332325, 7.359088866372485]]",0.028201805,0.000719263,"[[0.084, 0.131, 0.17, 0.326, 0.48], [0.09734044744353665, 0.10523246272840736, 0.10682567776381269, 0.12179554372737278, 0.10700910134635688]]",4.637151471,0.063698141,"[[0.084, 0.131, 0.17, 0.326, 0.48], [1.3523249579571568, 1.4439724547630353, 1.6440960154634805, 2.30465999623339, 3.1641335337082]]",-0.148190242,0.000194279,"[[0.084, 0.131, 0.17, 0.326, 0.48], [2.4545491612750756, 2.4565753555826286, 2.4501934210031315, 2.426836673631281, 2.3992588077619525]]","[0.0, 0.85, 1.516666667, 1.916666667, 2.233333333, 2.7, 3.05, nan]","[nan, 0.055, 0.084, 0.131, 0.17, 0.326, 0.48, nan]",,,,,,,,,,,,
25,25,YCA,analysis_stan_YCA_230712_2.5mM,Richa,,analysis_stan_YCA_230712_2.5mM,,ATCC8492,B.uniformis,yes,OK,,checked,,B.uniformis_3,1.030218316,0.020823763,-6.512069737,0.044329856,"[[0.093, 0.151, 0.185, 0.355, 0.504], [15.976633642384472, 15.676586355268132, 15.327117556503675, 14.361725580253866, 13.282844134486595]]",3.707091763,0.03063749,"[[0.093, 0.151, 0.185, 0.355, 0.504], [11.894596844149493, 12.045663259978458, 12.245297592471722, 12.929899654281973, 13.368073488770404]]",0.197035463,0.164125688,"[[0.093, 0.151, 0.185, 0.355, 0.504], [7.520845336252582, 7.544342468173793, 7.47775726065898, 7.339767191633372, 7.680996755984028]]",-0.324737695,1.223047762,"[[0.093, 0.151, 0.185, 0.355, 0.504], [2.7667131023869116, 2.939456873625006, 2.606486190049753, 2.128817554549645, 2.8962446862555016]]",-2.75002313,0.454849176,"[[0.093, 0.151, 0.185, 0.355, 0.504], [1.0469627676497122, 1.0469627676497122, 1.0469627676497122, 1.0469627676497122, 1.0469627676497122]]",14.46420327,0.887281688,"[[0.093, 0.151, 0.185, 0.355, 0.504], [3.3567171532358877, 3.6963335107875963, 4.245978334908951, 6.500792346325343, 7.390512276857136]]",-0.022562658,0.003631437,"[[0.093, 0.151, 0.185, 0.504], [0.08972072818272525, 0.10496268650550378, 0.06596636828139857, 0.08161199653633233]]",4.846544038,0.073194047,"[[0.093, 0.151, 0.185, 0.355, 0.504], [1.3064549493277922, 1.456062955965076, 1.6807391295116378, 2.6386956014361957, 3.195717114243115]]",-0.141599637,1.92E-05,"[[0.093, 0.151, 0.185, 0.355, 0.504], [2.2348175156794583, 2.2261822705944447, 2.2203610703087286, 2.1994673179777835, 2.1753248373310607]]","[0.0, 0.85, 1.516666667, 1.916666667, 2.233333333, 2.7, 3.05, nan]","[nan, 0.054, 0.093, 0.151, 0.185, 0.355, 0.504, nan]",,,,,,,,,,,,
